Username,EntryID,Status,Current_Pick,Additional_Info
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,WIS,
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,UK,
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,TTU,
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,MD,
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,ALA,
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,TENN,
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,FLA,DUKE
jo32415,00cf3a05-781e-4388-9101-af6ba8927cd6,Active,,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,PUR,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,MSU,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,TTU,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,MD,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,ALA,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,TENN,
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,HOU,FLA
jkb25,0150e93f-ff0e-427c-b09b-7da5458f4a98,Active,,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,TTU,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,ISU,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,PUR,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,MD,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,ALA,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,MSU,
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,AUB,HOU
Talk-About-a-Hoeland-1,01cf5f07-0e5f-4c11-86bc-61681f1caf04,Active,,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,GONZ,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,ISU,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,PUR,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,MD,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,ALA,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,TENN,
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,AUB,HOU
whitebread22,024512a6-5a69-4d8f-9b6c-7d2ed9beaa34,Active,,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,TXAM,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,CONN,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,PUR,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,MD,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,ALA,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,TENN,
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,AUB,HOU
cbilsky15,0287f338-e2df-419a-8194-a32e044c5f7a,Active,,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,DRKE,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,ORE,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,TTU,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,MD,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,ALA,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,AUB,
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,HOU,MSU
tommykittens,02a0fac9-479b-4d36-a5d5-40551f8dae16,Active,,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,PUR,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,ARIZ,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,TTU,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,MD,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,ALA,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,TENN,
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,AUB,HOU
joconno86,02f1526e-1754-4e61-811a-671522243807,Active,,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,WIS,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,ARIZ,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,PUR,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,MD,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,TTU,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,MSU,
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,FLA,HOU
spencerken17,034a0e55-4c26-425d-88ab-eca95d59ed53,Active,,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,PUR,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,UK,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,TTU,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,MD,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,ALA,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,TENN,
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,MSU,HOU
jweber12,06bf9567-0fb0-4aa5-a4d5-9fdb64c2c08a,Active,,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,GONZ,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,MD,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,PUR,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,MSU,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,TTU,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,HOU,
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,FLA,AUB
Commander1,098835a5-f49f-4a44-ad8c-2db8c8b5843a,Active,,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,TTU,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,ISU,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,TENN,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,MD,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,FLA,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,AUB,
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,HOU,DUKE
jrs-fOvg,0a275c80-259e-4142-bee3-d43181f039e9,Active,,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,WIS,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,UK,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,TTU,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,MSU,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,ALA,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,TENN,
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,FLA,HOU
batchisme,0c86eb74-445b-469a-ba26-164169c423cb,Active,,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,TTU,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,ISU,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,TENN,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,MD,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,ALA,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,MSU,
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,FLA,HOU
hays12,0cc71565-f4cc-4218-9c70-15efa0e34153,Active,,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,BYU,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,MD,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,PUR,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,ALA,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,TTU,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,TENN,
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,FLA,HOU
griffra,0e15c765-6958-44a1-ba04-3004949be390,Active,,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,TENN,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,ARIZ,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,PUR,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,MD,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,ALA,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,MSU,
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,AUB,FLA
juliansipiora,0e6815e3-af2d-47ff-b6a9-cb67736bcab5,Active,,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,GONZ,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,ISU,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,AUB,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,MD,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,TTU,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,TENN,
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,MSU,HOU
louiekahn27,0efc299b-bb59-4b90-a1b1-ef0d9cac6d61,Active,,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,PUR,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,MD,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,TTU,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,ARIZ,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,ALA,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,MSU,
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,AUB,HOU
robcoloney,0fab4020-ea6e-468f-9e5a-15b1490ac3b8,Active,,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,GONZ,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,ISU,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,TENN,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,MD,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,TTU,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,AUB,
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,MSU,HOU
thebigunits,0fc078bc-b73b-4728-8cf1-c3470d2740b9,Active,,
drewl119,0fcb35e1-5621-424a-8d84-e6c14aa9a7c4,Active,SJU,
drewl119,0fcb35e1-5621-424a-8d84-e6c14aa9a7c4,Active,ARIZ,
drewl119,0fcb35e1-5621-424a-8d84-e6c14aa9a7c4,Active,TTU,
drewl119,0fcb35e1-5621-424a-8d84-e6c14aa9a7c4,Active,MD,
